 #   z           x_e           tau
 6.65  6.708879E-01  4.266857E-02
 6.66  6.691548E-01  4.273505E-02
 6.67  6.674247E-01  4.280140E-02
 6.68  6.656977E-01  4.286762E-02
 6.69  6.639739E-01  4.293372E-02
 6.70  6.622531E-01  4.299969E-02
 6.71  6.605353E-01  4.306553E-02
 6.72  6.588207E-01  4.313124E-02
 6.73  6.571093E-01  4.319682E-02
 6.74  6.554009E-01  4.326228E-02
 6.75  6.536956E-01  4.332761E-02
 6.76  6.519935E-01  4.339281E-02
 6.77  6.502945E-01  4.345789E-02
 6.78  6.485987E-01  4.352283E-02
 6.79  6.469060E-01  4.358765E-02
 6.80  6.452165E-01  4.365234E-02
 6.81  6.435301E-01  4.371691E-02
 6.82  6.418469E-01  4.378135E-02
 6.83  6.401668E-01  4.384566E-02
 6.84  6.384900E-01  4.390984E-02
 6.85  6.368163E-01  4.397390E-02
 6.86  6.351458E-01  4.403783E-02
 6.87  6.334785E-01  4.410164E-02
 6.88  6.318143E-01  4.416531E-02
 6.89  6.301534E-01  4.422886E-02
 6.90  6.284957E-01  4.429229E-02
 6.91  6.268412E-01  4.435558E-02
 6.92  6.251899E-01  4.441876E-02
 6.93  6.235418E-01  4.448180E-02
 6.94  6.218969E-01  4.454472E-02
 6.95  6.202552E-01  4.460751E-02
 6.96  6.186168E-01  4.467018E-02
 6.97  6.169816E-01  4.473272E-02
 6.98  6.153496E-01  4.479514E-02
 6.99  6.137208E-01  4.485742E-02
 7.00  6.120953E-01  4.491959E-02
 7.01  6.104730E-01  4.498163E-02
 7.02  6.088540E-01  4.504354E-02
 7.03  6.072382E-01  4.510533E-02
 7.04  6.056256E-01  4.516699E-02
 7.05  6.040163E-01  4.522853E-02
 7.06  6.024102E-01  4.528994E-02
 7.07  6.008074E-01  4.535123E-02
 7.08  5.992078E-01  4.541239E-02
 7.09  5.976115E-01  4.547343E-02
 7.10  5.960184E-01  4.553434E-02
 7.11  5.944286E-01  4.559513E-02
 7.12  5.928420E-01  4.565579E-02
 7.13  5.912587E-01  4.571633E-02
 7.14  5.896787E-01  4.577674E-02
 7.15  5.881019E-01  4.583704E-02
 7.16  5.865284E-01  4.589720E-02
 7.17  5.849581E-01  4.595725E-02
 7.18  5.833911E-01  4.601717E-02
 7.19  5.818274E-01  4.607696E-02
 7.20  5.802669E-01  4.613663E-02
 7.21  5.787097E-01  4.619618E-02
 7.22  5.771558E-01  4.625561E-02
 7.23  5.756051E-01  4.631491E-02
 7.24  5.740577E-01  4.637409E-02
 7.25  5.725135E-01  4.643315E-02
 7.26  5.709726E-01  4.649208E-02
 7.27  5.694350E-01  4.655089E-02
 7.28  5.679006E-01  4.660958E-02
 7.29  5.663695E-01  4.666814E-02
 7.30  5.648417E-01  4.672659E-02
 7.31  5.633171E-01  4.678491E-02
 7.32  5.617958E-01  4.684311E-02
 7.33  5.602778E-01  4.690118E-02
 7.34  5.587630E-01  4.695914E-02
 7.35  5.572514E-01  4.701697E-02
 7.36  5.557432E-01  4.707468E-02
 7.37  5.542381E-01  4.713227E-02
 7.38  5.527364E-01  4.718974E-02
 7.39  5.512379E-01  4.724709E-02
 7.40  5.497426E-01  4.730431E-02
 7.41  5.482506E-01  4.736142E-02
 7.42  5.467619E-01  4.741840E-02
 7.43  5.452764E-01  4.747527E-02
 7.44  5.437942E-01  4.753201E-02
 7.45  5.423152E-01  4.758863E-02
 7.46  5.408394E-01  4.764513E-02
 7.47  5.393669E-01  4.770152E-02
 7.48  5.378977E-01  4.775778E-02
 7.49  5.364317E-01  4.781392E-02
 7.50  5.349689E-01  4.786994E-02
 7.51  5.335094E-01  4.792584E-02
 7.52  5.320531E-01  4.798163E-02
 7.53  5.306000E-01  4.803729E-02
 7.54  5.291502E-01  4.809284E-02
 7.55  5.277036E-01  4.814826E-02
 7.56  5.262602E-01  4.820357E-02
 7.57  5.248201E-01  4.825875E-02
 7.58  5.233831E-01  4.831382E-02
 7.59  5.219495E-01  4.836877E-02
 7.60  5.205190E-01  4.842361E-02
 7.61  5.190917E-01  4.847832E-02
 7.62  5.176677E-01  4.853291E-02
 7.63  5.162469E-01  4.858739E-02
 7.64  5.148292E-01  4.864175E-02
 7.65  5.134148E-01  4.869599E-02
 7.66  5.120036E-01  4.875012E-02
 7.67  5.105956E-01  4.880413E-02
 7.68  5.091908E-01  4.885801E-02
 7.69  5.077892E-01  4.891179E-02
 7.70  5.063908E-01  4.896544E-02
 7.71  5.049956E-01  4.901898E-02
 7.72  5.036036E-01  4.907240E-02
 7.73  5.022147E-01  4.912571E-02
 7.74  5.008291E-01  4.917890E-02
 7.75  4.994466E-01  4.923197E-02
 7.76  4.980673E-01  4.928493E-02
 7.77  4.966912E-01  4.933777E-02
 7.78  4.953182E-01  4.939050E-02
 7.79  4.939485E-01  4.944311E-02
 7.80  4.925818E-01  4.949560E-02
 7.81  4.912184E-01  4.954798E-02
 7.82  4.898581E-01  4.960024E-02
 7.83  4.885010E-01  4.965239E-02
 7.84  4.871470E-01  4.970443E-02
 7.85  4.857961E-01  4.975635E-02
 7.86  4.844484E-01  4.980815E-02
 7.87  4.831039E-01  4.985984E-02
 7.88  4.817625E-01  4.991142E-02
 7.89  4.804242E-01  4.996288E-02
 7.90  4.790891E-01  5.001423E-02
 7.91  4.777571E-01  5.006546E-02
 7.92  4.764282E-01  5.011658E-02
 7.93  4.751024E-01  5.016759E-02
 7.94  4.737797E-01  5.021848E-02
 7.95  4.724602E-01  5.026927E-02
 7.96  4.711438E-01  5.031993E-02
 7.97  4.698305E-01  5.037049E-02
 7.98  4.685203E-01  5.042093E-02
 7.99  4.672131E-01  5.047126E-02
 8.00  4.659091E-01  5.052148E-02
 8.01  4.646082E-01  5.057158E-02
 8.02  4.633103E-01  5.062158E-02
 8.03  4.620156E-01  5.067146E-02
 8.04  4.607239E-01  5.072123E-02
 8.05  4.594353E-01  5.077089E-02
 8.06  4.581498E-01  5.082044E-02
 8.07  4.568673E-01  5.086987E-02
 8.08  4.555879E-01  5.091920E-02
 8.09  4.543116E-01  5.096841E-02
 8.10  4.530383E-01  5.101751E-02
 8.11  4.517681E-01  5.106651E-02
 8.12  4.505009E-01  5.111539E-02
 8.13  4.492368E-01  5.116416E-02
 8.14  4.479757E-01  5.121282E-02
 8.15  4.467176E-01  5.126137E-02
 8.16  4.454626E-01  5.130982E-02
 8.17  4.442106E-01  5.135815E-02
 8.18  4.429616E-01  5.140637E-02
 8.19  4.417157E-01  5.145449E-02
 8.20  4.404727E-01  5.150249E-02
 8.21  4.392328E-01  5.155039E-02
 8.22  4.379959E-01  5.159817E-02
 8.23  4.367620E-01  5.164585E-02
 8.24  4.355310E-01  5.169342E-02
 8.25  4.343031E-01  5.174088E-02
 8.26  4.330782E-01  5.178824E-02
 8.27  4.318562E-01  5.183548E-02
 8.28  4.306372E-01  5.188262E-02
 8.29  4.294212E-01  5.192965E-02
 8.30  4.282082E-01  5.197657E-02
 8.31  4.269981E-01  5.202339E-02
 8.32  4.257910E-01  5.207010E-02
 8.33  4.245869E-01  5.211670E-02
 8.34  4.233857E-01  5.216319E-02
 8.35  4.221875E-01  5.220958E-02
 8.36  4.209922E-01  5.225586E-02
 8.37  4.197998E-01  5.230204E-02
 8.38  4.186104E-01  5.234811E-02
 8.39  4.174239E-01  5.239407E-02
 8.40  4.162403E-01  5.243993E-02
 8.41  4.150597E-01  5.248568E-02
 8.42  4.138819E-01  5.253133E-02
 8.43  4.127071E-01  5.257687E-02
 8.44  4.115352E-01  5.262231E-02
 8.45  4.103662E-01  5.266764E-02
 8.46  4.092001E-01  5.271287E-02
 8.47  4.080369E-01  5.275799E-02
 8.48  4.068766E-01  5.280301E-02
 8.49  4.057191E-01  5.284792E-02
 8.50  4.045646E-01  5.289273E-02
 8.51  4.034129E-01  5.293743E-02
 8.52  4.022641E-01  5.298204E-02
 8.53  4.011181E-01  5.302653E-02
 8.54  3.999750E-01  5.307093E-02
 8.55  3.988348E-01  5.311522E-02
 8.56  3.976974E-01  5.315941E-02
 8.57  3.965629E-01  5.320350E-02
 8.58  3.954312E-01  5.324748E-02
 8.59  3.943023E-01  5.329136E-02
 8.60  3.931763E-01  5.333514E-02
 8.61  3.920531E-01  5.337881E-02
 8.62  3.909327E-01  5.342239E-02
 8.63  3.898152E-01  5.346586E-02
 8.64  3.887004E-01  5.350923E-02
 8.65  3.875885E-01  5.355250E-02
 8.66  3.864793E-01  5.359567E-02
 8.67  3.853730E-01  5.363873E-02
 8.68  3.842695E-01  5.368170E-02
 8.69  3.831687E-01  5.372456E-02
 8.70  3.820707E-01  5.376733E-02
 8.71  3.809755E-01  5.380999E-02
 8.72  3.798831E-01  5.385255E-02
 8.73  3.787934E-01  5.389502E-02
 8.74  3.777065E-01  5.393738E-02
 8.75  3.766224E-01  5.397964E-02
 8.76  3.755410E-01  5.402181E-02
 8.77  3.744624E-01  5.406387E-02
 8.78  3.733865E-01  5.410584E-02
 8.79  3.723134E-01  5.414770E-02
 8.80  3.712429E-01  5.418947E-02
 8.81  3.701752E-01  5.423114E-02
 8.82  3.691103E-01  5.427271E-02
 8.83  3.680480E-01  5.431418E-02
 8.84  3.669885E-01  5.435555E-02
 8.85  3.659317E-01  5.439683E-02
 8.86  3.648776E-01  5.443800E-02
 8.87  3.638261E-01  5.447908E-02
 8.88  3.627774E-01  5.452006E-02
 8.89  3.617314E-01  5.456095E-02
 8.90  3.606880E-01  5.460173E-02
 8.91  3.596473E-01  5.464242E-02
 8.92  3.586093E-01  5.468302E-02
 8.93  3.575740E-01  5.472351E-02
 8.94  3.565413E-01  5.476391E-02
 8.95  3.555113E-01  5.480422E-02
 8.96  3.544840E-01  5.484443E-02
 8.97  3.534593E-01  5.488454E-02
 8.98  3.524372E-01  5.492455E-02
 8.99  3.514178E-01  5.496447E-02
 9.00  3.504010E-01  5.500430E-02
 9.01  3.493868E-01  5.504403E-02
 9.02  3.483753E-01  5.508366E-02
 9.03  3.473663E-01  5.512320E-02
 9.04  3.463600E-01  5.516264E-02
 9.05  3.453563E-01  5.520199E-02
 9.06  3.443552E-01  5.524125E-02
 9.07  3.433567E-01  5.528041E-02
 9.08  3.423608E-01  5.531948E-02
 9.09  3.413675E-01  5.535845E-02
 9.10  3.403767E-01  5.539733E-02
 9.11  3.393886E-01  5.543611E-02
 9.12  3.384030E-01  5.547481E-02
 9.13  3.374200E-01  5.551341E-02
 9.14  3.364395E-01  5.555191E-02
 9.15  3.354616E-01  5.559032E-02
 9.16  3.344862E-01  5.562864E-02
 9.17  3.335134E-01  5.566687E-02
 9.18  3.325432E-01  5.570501E-02
 9.19  3.315755E-01  5.574305E-02
 9.20  3.306103E-01  5.578100E-02
 9.21  3.296476E-01  5.581886E-02
 9.22  3.286874E-01  5.585663E-02
 9.23  3.277298E-01  5.589430E-02
 9.24  3.267747E-01  5.593189E-02
 9.25  3.258221E-01  5.596938E-02
 9.26  3.248720E-01  5.600678E-02
 9.27  3.239244E-01  5.604410E-02
 9.28  3.229793E-01  5.608132E-02
 9.29  3.220366E-01  5.611845E-02
 9.30  3.210965E-01  5.615549E-02
 9.31  3.201588E-01  5.619244E-02
 9.32  3.192236E-01  5.622930E-02
 9.33  3.182908E-01  5.626607E-02
 9.34  3.173606E-01  5.630275E-02
 9.35  3.164327E-01  5.633934E-02
 9.36  3.155074E-01  5.637584E-02
 9.37  3.145844E-01  5.641225E-02
 9.38  3.136639E-01  5.644857E-02
 9.39  3.127459E-01  5.648481E-02
 9.40  3.118303E-01  5.652096E-02
 9.41  3.109171E-01  5.655701E-02
 9.42  3.100063E-01  5.659298E-02
 9.43  3.090979E-01  5.662886E-02
 9.44  3.081920E-01  5.666466E-02
 9.45  3.072884E-01  5.670036E-02
 9.46  3.063873E-01  5.673598E-02
 9.47  3.054885E-01  5.677151E-02
 9.48  3.045922E-01  5.680695E-02
 9.49  3.036982E-01  5.684231E-02
 9.50  3.028066E-01  5.687758E-02
 9.51  3.019174E-01  5.691276E-02
 9.52  3.010305E-01  5.694786E-02
 9.53  3.001460E-01  5.698287E-02
 9.54  2.992639E-01  5.701779E-02
 9.55  2.983841E-01  5.705263E-02
 9.56  2.975067E-01  5.708738E-02
 9.57  2.966316E-01  5.712204E-02
 9.58  2.957589E-01  5.715662E-02
 9.59  2.948885E-01  5.719112E-02
 9.60  2.940204E-01  5.722553E-02
 9.61  2.931546E-01  5.725985E-02
 9.62  2.922912E-01  5.729409E-02
 9.63  2.914301E-01  5.732824E-02
 9.64  2.905713E-01  5.736231E-02
 9.65  2.897148E-01  5.739630E-02
 9.66  2.888606E-01  5.743020E-02
 9.67  2.880087E-01  5.746402E-02
 9.68  2.871590E-01  5.749775E-02
 9.69  2.863117E-01  5.753140E-02
 9.70  2.854666E-01  5.756497E-02
 9.71  2.846239E-01  5.759845E-02
 9.72  2.837833E-01  5.763185E-02
 9.73  2.829451E-01  5.766516E-02
 9.74  2.821091E-01  5.769840E-02
 9.75  2.812754E-01  5.773155E-02
 9.76  2.804439E-01  5.776462E-02
 9.77  2.796146E-01  5.779760E-02
 9.78  2.787876E-01  5.783050E-02
 9.79  2.779629E-01  5.786333E-02
 9.80  2.771403E-01  5.789606E-02
 9.81  2.763200E-01  5.792872E-02
 9.82  2.755019E-01  5.796130E-02
 9.83  2.746860E-01  5.799379E-02
 9.84  2.738723E-01  5.802621E-02
 9.85  2.730609E-01  5.805854E-02
 9.86  2.722516E-01  5.809079E-02
 9.87  2.714445E-01  5.812296E-02
 9.88  2.706397E-01  5.815505E-02
 9.89  2.698370E-01  5.818706E-02
 9.90  2.690365E-01  5.821899E-02
 9.91  2.682381E-01  5.825084E-02
 9.92  2.674419E-01  5.828261E-02
 9.93  2.666479E-01  5.831430E-02
 9.94  2.658561E-01  5.834591E-02
 9.95  2.650664E-01  5.837744E-02
 9.96  2.642789E-01  5.840889E-02
 9.97  2.634935E-01  5.844026E-02
 9.98  2.627102E-01  5.847155E-02
 9.99  2.619291E-01  5.850277E-02
10.00  2.611502E-01  5.853390E-02
10.01  2.603733E-01  5.856496E-02
10.02  2.595986E-01  5.859594E-02
10.03  2.588260E-01  5.862684E-02
10.04  2.580555E-01  5.865766E-02
10.05  2.572871E-01  5.868841E-02
10.06  2.565208E-01  5.871908E-02
10.07  2.557566E-01  5.874967E-02
10.08  2.549945E-01  5.878018E-02
10.09  2.542345E-01  5.881061E-02
10.10  2.534765E-01  5.884097E-02
10.11  2.527207E-01  5.887125E-02
10.12  2.519669E-01  5.890146E-02
10.13  2.512152E-01  5.893159E-02
10.14  2.504656E-01  5.896164E-02
10.15  2.497180E-01  5.899161E-02
10.16  2.489724E-01  5.902151E-02
10.17  2.482290E-01  5.905134E-02
10.18  2.474875E-01  5.908108E-02
10.19  2.467481E-01  5.911076E-02
10.20  2.460108E-01  5.914035E-02
10.21  2.452754E-01  5.916987E-02
10.22  2.445421E-01  5.919932E-02
10.23  2.438109E-01  5.922869E-02
10.24  2.430816E-01  5.925799E-02
10.25  2.423543E-01  5.928721E-02
10.26  2.416291E-01  5.931636E-02
10.27  2.409059E-01  5.934543E-02
10.28  2.401846E-01  5.937443E-02
10.29  2.394654E-01  5.940336E-02
10.30  2.387481E-01  5.943221E-02
10.31  2.380328E-01  5.946099E-02
10.32  2.373195E-01  5.948969E-02
10.33  2.366082E-01  5.951832E-02
10.34  2.358988E-01  5.954688E-02
10.35  2.351915E-01  5.957536E-02
10.36  2.344860E-01  5.960378E-02
10.37  2.337826E-01  5.963212E-02
10.38  2.330810E-01  5.966038E-02
10.39  2.323815E-01  5.968858E-02
10.40  2.316838E-01  5.971670E-02
10.41  2.309881E-01  5.974475E-02
10.42  2.302944E-01  5.977272E-02
10.43  2.296025E-01  5.980063E-02
10.44  2.289126E-01  5.982846E-02
10.45  2.282246E-01  5.985623E-02
10.46  2.275386E-01  5.988392E-02
10.47  2.268544E-01  5.991154E-02
10.48  2.261721E-01  5.993909E-02
10.49  2.254918E-01  5.996657E-02
10.50  2.248133E-01  5.999397E-02
10.51  2.241367E-01  6.002131E-02
10.52  2.234620E-01  6.004858E-02
10.53  2.227892E-01  6.007577E-02
10.54  2.221183E-01  6.010290E-02
10.55  2.214493E-01  6.012996E-02
10.56  2.207821E-01  6.015694E-02
10.57  2.201168E-01  6.018386E-02
10.58  2.194533E-01  6.021071E-02
10.59  2.187917E-01  6.023748E-02
10.60  2.181319E-01  6.026419E-02
10.61  2.174740E-01  6.029083E-02
10.62  2.168180E-01  6.031740E-02
10.63  2.161638E-01  6.034390E-02
10.64  2.155114E-01  6.037034E-02
10.65  2.148608E-01  6.039670E-02
10.66  2.142121E-01  6.042300E-02
10.67  2.135651E-01  6.044923E-02
10.68  2.129200E-01  6.047539E-02
10.69  2.122767E-01  6.050148E-02
10.70  2.116353E-01  6.052750E-02
10.71  2.109956E-01  6.055346E-02
10.72  2.103577E-01  6.057935E-02
10.73  2.097216E-01  6.060517E-02
10.74  2.090873E-01  6.063093E-02
10.75  2.084548E-01  6.065662E-02
10.76  2.078240E-01  6.068224E-02
10.77  2.071951E-01  6.070779E-02
10.78  2.065679E-01  6.073328E-02
10.79  2.059424E-01  6.075871E-02
10.80  2.053188E-01  6.078406E-02
10.81  2.046969E-01  6.080935E-02
10.82  2.040767E-01  6.083458E-02
10.83  2.034583E-01  6.085973E-02
10.84  2.028417E-01  6.088483E-02
10.85  2.022268E-01  6.090985E-02
10.86  2.016136E-01  6.093481E-02
10.87  2.010021E-01  6.095971E-02
10.88  2.003924E-01  6.098454E-02
10.89  1.997844E-01  6.100931E-02
10.90  1.991782E-01  6.103401E-02
10.91  1.985736E-01  6.105865E-02
10.92  1.979708E-01  6.108322E-02
10.93  1.973696E-01  6.110773E-02
10.94  1.967702E-01  6.113217E-02
10.95  1.961724E-01  6.115655E-02
10.96  1.955764E-01  6.118087E-02
10.97  1.949820E-01  6.120512E-02
10.98  1.943894E-01  6.122931E-02
10.99  1.937984E-01  6.125344E-02
11.00  1.932091E-01  6.127750E-02
11.01  1.926215E-01  6.130150E-02
11.02  1.920355E-01  6.132543E-02
11.03  1.914512E-01  6.134931E-02
11.04  1.908685E-01  6.137312E-02
11.05  1.902876E-01  6.139687E-02
11.06  1.897082E-01  6.142055E-02
11.07  1.891305E-01  6.144417E-02
11.08  1.885545E-01  6.146774E-02
11.09  1.879801E-01  6.149123E-02
11.10  1.874073E-01  6.151467E-02
11.11  1.868362E-01  6.153805E-02
11.12  1.862667E-01  6.156136E-02
11.13  1.856988E-01  6.158461E-02
11.14  1.851326E-01  6.160780E-02
11.15  1.845679E-01  6.163093E-02
11.16  1.840049E-01  6.165400E-02
11.17  1.834435E-01  6.167701E-02
11.18  1.828836E-01  6.169995E-02
11.19  1.823254E-01  6.172284E-02
11.20  1.817688E-01  6.174567E-02
11.21  1.812137E-01  6.176843E-02
11.22  1.806603E-01  6.179114E-02
11.23  1.801084E-01  6.181378E-02
11.24  1.795581E-01  6.183637E-02
11.25  1.790094E-01  6.185889E-02
11.26  1.784623E-01  6.188136E-02
11.27  1.779167E-01  6.190376E-02
11.28  1.773727E-01  6.192611E-02
11.29  1.768302E-01  6.194840E-02
11.30  1.762893E-01  6.197062E-02
11.31  1.757500E-01  6.199279E-02
11.32  1.752122E-01  6.201490E-02
11.33  1.746759E-01  6.203696E-02
11.34  1.741412E-01  6.205895E-02
11.35  1.736080E-01  6.208088E-02
11.36  1.730763E-01  6.210276E-02
11.37  1.725462E-01  6.212458E-02
11.38  1.720176E-01  6.214634E-02
11.39  1.714905E-01  6.216804E-02
11.40  1.709649E-01  6.218968E-02
11.41  1.704409E-01  6.221127E-02
11.42  1.699183E-01  6.223280E-02
11.43  1.693973E-01  6.225427E-02
11.44  1.688777E-01  6.227569E-02
11.45  1.683597E-01  6.229704E-02
11.46  1.678431E-01  6.231834E-02
11.47  1.673281E-01  6.233959E-02
11.48  1.668145E-01  6.236078E-02
11.49  1.663024E-01  6.238191E-02
11.50  1.657918E-01  6.240298E-02
11.51  1.652826E-01  6.242400E-02
11.52  1.647749E-01  6.244496E-02
11.53  1.642687E-01  6.246586E-02
11.54  1.637639E-01  6.248671E-02
11.55  1.632606E-01  6.250751E-02
11.56  1.627588E-01  6.252825E-02
11.57  1.622584E-01  6.254893E-02
11.58  1.617595E-01  6.256956E-02
11.59  1.612620E-01  6.259013E-02
11.60  1.607659E-01  6.261065E-02
11.61  1.602713E-01  6.263111E-02
11.62  1.597781E-01  6.265151E-02
11.63  1.592863E-01  6.267187E-02
11.64  1.587959E-01  6.269216E-02
11.65  1.583070E-01  6.271241E-02
11.66  1.578195E-01  6.273260E-02
11.67  1.573334E-01  6.275273E-02
11.68  1.568487E-01  6.277281E-02
11.69  1.563654E-01  6.279284E-02
11.70  1.558836E-01  6.281281E-02
11.71  1.554031E-01  6.283273E-02
11.72  1.549240E-01  6.285259E-02
11.73  1.544463E-01  6.287241E-02
11.74  1.539700E-01  6.289216E-02
11.75  1.534951E-01  6.291187E-02
11.76  1.530215E-01  6.293152E-02
11.77  1.525494E-01  6.295112E-02
11.78  1.520786E-01  6.297067E-02
11.79  1.516091E-01  6.299016E-02
11.80  1.511411E-01  6.300960E-02
11.81  1.506744E-01  6.302899E-02
11.82  1.502091E-01  6.304833E-02
11.83  1.497451E-01  6.306761E-02
11.84  1.492824E-01  6.308684E-02
11.85  1.488212E-01  6.310602E-02
11.86  1.483612E-01  6.312515E-02
11.87  1.479026E-01  6.314423E-02
11.88  1.474454E-01  6.316325E-02
11.89  1.469894E-01  6.318223E-02
11.90  1.465348E-01  6.320115E-02
11.91  1.460816E-01  6.322002E-02
11.92  1.456296E-01  6.323884E-02
11.93  1.451790E-01  6.325761E-02
11.94  1.447297E-01  6.327633E-02
11.95  1.442817E-01  6.329499E-02
11.96  1.438350E-01  6.331361E-02
11.97  1.433896E-01  6.333218E-02
11.98  1.429455E-01  6.335069E-02
11.99  1.425028E-01  6.336916E-02
12.00  1.420613E-01  6.338757E-02
12.01  1.416211E-01  6.340594E-02
12.02  1.411822E-01  6.342426E-02
12.03  1.407445E-01  6.344252E-02
12.04  1.403082E-01  6.346074E-02
12.05  1.398731E-01  6.347890E-02
12.06  1.394394E-01  6.349702E-02
12.07  1.390068E-01  6.351509E-02
12.08  1.385756E-01  6.353311E-02
12.09  1.381456E-01  6.355108E-02
12.10  1.377169E-01  6.356900E-02
12.11  1.372894E-01  6.358687E-02
12.12  1.368632E-01  6.360469E-02
12.13  1.364383E-01  6.362247E-02
12.14  1.360146E-01  6.364020E-02
12.15  1.355921E-01  6.365787E-02
12.16  1.351709E-01  6.367550E-02
12.17  1.347509E-01  6.369309E-02
12.18  1.343321E-01  6.371062E-02
12.19  1.339146E-01  6.372811E-02
12.20  1.334983E-01  6.374554E-02
12.21  1.330833E-01  6.376293E-02
12.22  1.326694E-01  6.378028E-02
12.23  1.322568E-01  6.379757E-02
12.24  1.318454E-01  6.381482E-02
12.25  1.314352E-01  6.383202E-02
12.26  1.310262E-01  6.384918E-02
12.27  1.306184E-01  6.386628E-02
12.28  1.302118E-01  6.388334E-02
12.29  1.298064E-01  6.390036E-02
12.30  1.294022E-01  6.391732E-02
12.31  1.289992E-01  6.393424E-02
12.32  1.285974E-01  6.395112E-02
12.33  1.281968E-01  6.396795E-02
12.34  1.277973E-01  6.398473E-02
12.35  1.273991E-01  6.400146E-02
12.36  1.270020E-01  6.401815E-02
12.37  1.266061E-01  6.403480E-02
12.38  1.262113E-01  6.405140E-02
12.39  1.258177E-01  6.406795E-02
12.40  1.254253E-01  6.408446E-02
12.41  1.250341E-01  6.410092E-02
12.42  1.246440E-01  6.411734E-02
12.43  1.242550E-01  6.413371E-02
12.44  1.238672E-01  6.415003E-02
12.45  1.234806E-01  6.416632E-02
12.46  1.230951E-01  6.418255E-02
12.47  1.227107E-01  6.419874E-02
12.48  1.223275E-01  6.421489E-02
12.49  1.219454E-01  6.423100E-02
12.50  1.215645E-01  6.424705E-02
12.51  1.211847E-01  6.426307E-02
12.52  1.208060E-01  6.427904E-02
12.53  1.204284E-01  6.429497E-02
12.54  1.200519E-01  6.431085E-02
12.55  1.196766E-01  6.432669E-02
12.56  1.193024E-01  6.434248E-02
12.57  1.189293E-01  6.435823E-02
12.58  1.185573E-01  6.437394E-02
12.59  1.181863E-01  6.438960E-02
12.60  1.178166E-01  6.440523E-02
12.61  1.174479E-01  6.442080E-02
12.62  1.170802E-01  6.443634E-02
12.63  1.167137E-01  6.445183E-02
12.64  1.163483E-01  6.446728E-02
12.65  1.159840E-01  6.448269E-02
12.66  1.156207E-01  6.449805E-02
12.67  1.152586E-01  6.451337E-02
12.68  1.148975E-01  6.452865E-02
12.69  1.145374E-01  6.454389E-02
12.70  1.141785E-01  6.455908E-02
12.71  1.138206E-01  6.457423E-02
12.72  1.134638E-01  6.458934E-02
12.73  1.131081E-01  6.460441E-02
12.74  1.127534E-01  6.461944E-02
12.75  1.123997E-01  6.463442E-02
12.76  1.120472E-01  6.464937E-02
12.77  1.116956E-01  6.466427E-02
12.78  1.113452E-01  6.467913E-02
12.79  1.109957E-01  6.469395E-02
12.80  1.106474E-01  6.470873E-02
12.81  1.103000E-01  6.472346E-02
12.82  1.099537E-01  6.473816E-02
12.83  1.096084E-01  6.475282E-02
12.84  1.092642E-01  6.476743E-02
12.85  1.089210E-01  6.478200E-02
12.86  1.085788E-01  6.479654E-02
12.87  1.082376E-01  6.481103E-02
12.88  1.078975E-01  6.482548E-02
12.89  1.075583E-01  6.483990E-02
12.90  1.072202E-01  6.485427E-02
12.91  1.068831E-01  6.486860E-02
12.92  1.065470E-01  6.488289E-02
12.93  1.062119E-01  6.489714E-02
12.94  1.058778E-01  6.491136E-02
12.95  1.055448E-01  6.492553E-02
12.96  1.052127E-01  6.493966E-02
12.97  1.048816E-01  6.495376E-02
12.98  1.045515E-01  6.496781E-02
12.99  1.042224E-01  6.498183E-02
13.00  1.038942E-01  6.499580E-02
13.01  1.035671E-01  6.500974E-02
13.02  1.032409E-01  6.502364E-02
13.03  1.029158E-01  6.503750E-02
13.04  1.025916E-01  6.505132E-02
13.05  1.022683E-01  6.506510E-02
13.06  1.019461E-01  6.507885E-02
13.07  1.016248E-01  6.509255E-02
13.08  1.013045E-01  6.510622E-02
13.09  1.009851E-01  6.511985E-02
13.10  1.006667E-01  6.513344E-02
13.11  1.003492E-01  6.514699E-02
13.12  1.000327E-01  6.516050E-02
13.13  9.971719E-02  6.517398E-02
13.14  9.940259E-02  6.518742E-02
13.15  9.908894E-02  6.520082E-02
13.16  9.877624E-02  6.521418E-02
13.17  9.846448E-02  6.522751E-02
13.18  9.815365E-02  6.524080E-02
13.19  9.784376E-02  6.525405E-02
13.20  9.753480E-02  6.526726E-02
13.21  9.722678E-02  6.528044E-02
13.22  9.691968E-02  6.529358E-02
13.23  9.661350E-02  6.530668E-02
13.24  9.630825E-02  6.531975E-02
13.25  9.600392E-02  6.533278E-02
13.26  9.570051E-02  6.534577E-02
13.27  9.539801E-02  6.535873E-02
13.28  9.509643E-02  6.537165E-02
13.29  9.479575E-02  6.538453E-02
13.30  9.449598E-02  6.539738E-02
13.31  9.419712E-02  6.541019E-02
13.32  9.389916E-02  6.542297E-02
13.33  9.360210E-02  6.543571E-02
13.34  9.330593E-02  6.544841E-02
13.35  9.301066E-02  6.546108E-02
13.36  9.271628E-02  6.547371E-02
13.37  9.242280E-02  6.548631E-02
13.38  9.213020E-02  6.549887E-02
13.39  9.183848E-02  6.551139E-02
13.40  9.154765E-02  6.552388E-02
13.41  9.125769E-02  6.553634E-02
13.42  9.096861E-02  6.554876E-02
13.43  9.068041E-02  6.556114E-02
13.44  9.039308E-02  6.557349E-02
13.45  9.010662E-02  6.558580E-02
13.46  8.982103E-02  6.559808E-02
